ore,layer,centre_x,min_y,centre_z,tp,dist_from_spawn,west_x,east_x,north_z,south_z,size_x,size_z,dimension,route_stable
saltpeterelectrotine,ore.mix.saltpeterelectrotine,699,14,-506,/tp 699 14 -506,858,683,715,-527,-485,32,42,-1,yes
sulfur,ore.mix.sulfur,878,10,26,/tp 878 10 26,859,858,898,4,48,40,44,-1,yes
tetrahedrite,ore.mix.tetrahedrite,844,88,256,/tp 844 88 256,859,823,865,241,272,42,31,-1,yes
iron,ore.mix.iron,-458,25,-696,/tp -458 25 -696,859,-468,-447,-714,-678,21,36,-1,yes
iron,ore.mix.iron,-24,15,-841,/tp -24 15 -841,860,-32,-16,-865,-816,16,49,-1,yes
molybdenum,ore.mix.molybdenum,70,37,-841,/tp 70 37 -841,861,51,90,-851,-831,39,20,-1,yes
redstone,ore.mix.redstone,-363,15,790,/tp -363 15 790,861,-389,-337,769,812,52,43,-1,yes
tetrahedrite,ore.mix.tetrahedrite,562,85,687,/tp 562 85 687,862,542,582,665,709,40,44,-1,yes
iron,ore.mix.iron,832,17,-269,/tp 832 17 -269,862,815,850,-294,-243,35,51,-1,yes
tetrahedrite,ore.mix.tetrahedrite,265,111,844,/tp 265 111 844,862,256,274,828,861,18,33,-1,yes
copper,ore.mix.copper,-839,40,121,/tp -839 40 121,864,-848,-830,96,146,18,50,-1,yes
iron,ore.mix.iron,-453,10,742,/tp -453 10 742,864,-477,-429,722,762,48,40,-1,yes
redstone,ore.mix.redstone,415,8,786,/tp 415 8 786,864,400,430,767,806,30,39,-1,yes
quartz,ore.mix.quartz,-77,103,-842,/tp -77 103 -842,865,-93,-61,-861,-822,32,39,-1,yes
tetrahedrite,ore.mix.tetrahedrite,-218,113,850,/tp -218 113 850,865,-230,-206,832,868,24,36,-1,yes
iron,ore.mix.iron,-844,14,76,/tp -844 14 76,865,-867,-821,49,103,46,54,-1,yes
iron,ore.mix.iron,319,11,-793,/tp 319 11 -793,865,304,335,-823,-763,31,60,-1,yes
redstone,ore.mix.redstone,-698,27,504,/tp -698 27 504,866,-714,-681,492,516,33,24,-1,yes
iron,ore.mix.iron,697,22,556,/tp 697 22 556,866,668,727,529,583,59,54,-1,yes
beryllium,ore.mix.beryllium,-262,5,838,/tp -262 5 838,867,-282,-242,821,855,40,34,-1,yes
manganese,ore.mix.manganese,70,24,884,/tp 70 24 884,868,52,89,867,902,37,35,-1,yes
quartz,ore.mix.quartz,121,113,-844,/tp 121 113 -844,868,101,142,-860,-827,41,33,-1,yes
sulfur,ore.mix.sulfur,-839,7,-115,/tp -839 7 -115,868,-857,-820,-139,-91,37,48,-1,yes
iron,ore.mix.iron,508,16,-699,/tp 508 16 -699,868,495,521,-715,-683,26,32,-1,yes
redstone,ore.mix.redstone,750,7,-451,/tp 750 7 -451,869,731,769,-468,-434,38,34,-1,yes
manganese,ore.mix.manganese,797,23,405,/tp 797 23 405,869,780,814,391,420,34,29,-1,yes
beryllium,ore.mix.beryllium,886,8,73,/tp 886 8 73,869,875,897,56,90,22,34,-1,yes
redstone,ore.mix.redstone,887,6,-31,/tp 887 6 -31,869,857,918,-51,-10,61,41,-1,yes
copper,ore.mix.copper,311,13,838,/tp 311 13 838,870,288,334,824,852,46,28,-1,yes
saltpeterelectrotine,ore.mix.saltpeterelectrotine,21,5,888,/tp 21 5 888,870,2,41,868,909,39,41,-1,yes
tetrahedrite,ore.mix.tetrahedrite,886,94,-78,/tp 886 94 -78,872,869,903,-94,-61,34,33,-1,yes
saltpeterelectrotine,ore.mix.saltpeterelectrotine,451,10,-739,/tp 451 10 -739,872,436,466,-755,-723,30,32,-1,yes
manganese,ore.mix.manganese,-117,22,-843,/tp -117 22 -843,872,-137,-97,-858,-827,40,31,-1,yes
saltpeterelectrotine,ore.mix.saltpeterelectrotine,-548,17,-645,/tp -548 17 -645,872,-564,-532,-663,-627,32,36,-1,yes
sulfur,ore.mix.sulfur,357,10,-787,/tp 357 10 -787,873,345,369,-803,-771,24,32,-1,yes
quartz,ore.mix.quartz,840,81,314,/tp 840 81 314,873,832,848,293,335,16,42,-1,yes
sulfur,ore.mix.sulfur,-642,8,-554,/tp -642 8 -554,874,-666,-618,-571,-537,48,34,-1,yes
iron,ore.mix.iron,-30,16,891,/tp -30 16 891,874,-49,-10,870,913,39,43,-1,yes
iron,ore.mix.iron,508,16,743,/tp 508 16 743,874,495,521,720,767,26,47,-1,yes
netherquartz,ore.mix.netherquartz,209,51,-835,/tp 209 51 -835,874,194,224,-854,-816,30,38,-1,yes
sulfur,ore.mix.sulfur,-850,14,-75,/tp -850 14 -75,874,-870,-830,-87,-63,40,24,-1,yes
iron,ore.mix.iron,-401,26,-750,/tp -401 26 -750,875,-420,-382,-765,-734,38,31,-1,yes
manganese,ore.mix.manganese,117,24,889,/tp 117 24 889,876,101,134,871,908,33,37,-1,yes
netherquartz,ore.mix.netherquartz,-835,71,216,/tp -835 71 216,877,-850,-819,204,229,31,25,-1,yes
tetrahedrite,ore.mix.tetrahedrite,-747,103,-409,/tp -747 103 -409,877,-757,-736,-427,-390,21,37,-1,yes
quartz,ore.mix.quartz,891,95,116,/tp 891 95 116,877,878,905,104,128,27,24,-1,yes
tetrahedrite,ore.mix.tetrahedrite,886,85,-116,/tp 886 85 -116,877,858,914,-133,-98,56,35,-1,yes
redstone,ore.mix.redstone,750,23,504,/tp 750 23 504,878,727,774,482,526,47,44,-1,yes
saltpeterelectrotine,ore.mix.saltpeterelectrotine,-742,38,456,/tp -742 38 456,878,-753,-730,436,477,23,41,-1,yes
redstone,ore.mix.redstone,786,29,-412,/tp 786 29 -412,879,761,812,-432,-392,51,40,-1,yes
tetrahedrite,ore.mix.tetrahedrite,357,95,829,/tp 357 95 829,879,330,385,809,849,55,40,-1,yes
copper,ore.mix.copper,-840,22,-169,/tp -840 22 -169,879,-853,-826,-188,-150,27,38,-1,yes
netherquartz,ore.mix.netherquartz,-847,48,166,/tp -847 48 166,879,-866,-828,149,183,38,34,-1,yes
sulfur,ore.mix.sulfur,-604,13,-603,/tp -604 13 -603,880,-624,-583,-624,-581,41,43,-1,yes
iron,ore.mix.iron,-317,27,832,/tp -317 27 832,881,-341,-293,815,850,48,35,-1,yes
copper,ore.mix.copper,-318,17,-796,/tp -318 17 -796,881,-342,-293,-823,-768,49,55,-1,yes
redstone,ore.mix.redstone,-800,26,-308,/tp -800 26 -308,881,-817,-783,-322,-294,34,28,-1,yes
saltpeterelectrotine,ore.mix.saltpeterelectrotine,-173,23,-843,/tp -173 23 -843,882,-188,-158,-860,-826,30,34,-1,yes
sulfur,ore.mix.sulfur,170,11,-851,/tp 170 11 -851,882,150,191,-870,-832,41,38,-1,yes
netherquartz,ore.mix.netherquartz,691,53,-554,/tp 691 53 -554,882,674,708,-567,-541,34,26,-1,yes
iron,ore.mix.iron,-697,29,-497,/tp -697 29 -497,882,-714,-680,-521,-473,34,48,-1,yes
tetrahedrite,ore.mix.tetrahedrite,889,113,168,/tp 889 113 168,883,877,901,159,178,24,19,-1,yes
manganese,ore.mix.manganese,-552,20,691,/tp -552 20 691,883,-571,-532,679,704,39,25,-1,yes
iron,ore.mix.iron,601,12,-646,/tp 601 12 -646,883,589,614,-674,-618,25,56,-1,yes
molybdenum,ore.mix.molybdenum,-600,40,648,/tp -600 40 648,883,-617,-582,631,665,35,34,-1,yes
iron,ore.mix.iron,454,19,788,/tp 454 19 788,884,430,479,771,806,49,35,-1,yes
iron,ore.mix.iron,-77,11,897,/tp -77 11 897,884,-96,-57,876,918,39,42,-1,yes
iron,ore.mix.iron,651,29,-600,/tp 651 29 -600,884,631,672,-615,-585,41,30,-1,yes
iron,ore.mix.iron,842,20,-306,/tp 842 20 -306,884,830,855,-327,-284,25,43,-1,yes
sulfur,ore.mix.sulfur,-402,11,795,/tp -402 11 795,884,-423,-381,779,812,42,33,-1,yes
netherquartz,ore.mix.netherquartz,-122,55,892,/tp -122 55 892,885,-134,-110,876,909,24,33,-1,yes
saltpeterelectrotine,ore.mix.saltpeterelectrotine,-505,7,-695,/tp -505 7 -695,885,-519,-490,-704,-686,29,18,-1,yes
iron,ore.mix.iron,-801,11,352,/tp -801 11 352,885,-822,-780,329,376,42,47,-1,yes
tetrahedrite,ore.mix.tetrahedrite,-174,80,883,/tp -174 80 883,886,-194,-153,864,903,41,39,-1,yes
redstone,ore.mix.redstone,549,17,-692,/tp 549 17 -692,886,533,565,-706,-678,32,28,-1,yes
saltpeterelectrotine,ore.mix.saltpeterelectrotine,166,11,893,/tp 166 11 893,887,152,181,875,911,29,36,-1,yes
copper,ore.mix.copper,-650,47,602,/tp -650 47 602,888,-664,-635,577,628,29,51,-1,yes
quartz,ore.mix.quartz,886,112,-172,/tp 886 112 -172,888,870,903,-190,-154,33,36,-1,yes
iron,ore.mix.iron,-788,18,-356,/tp -788 18 -356,889,-801,-774,-370,-341,27,29,-1,yes
iron,ore.mix.iron,-211,30,-842,/tp -211 30 -842,890,-231,-190,-866,-818,41,48,-1,yes
iron,ore.mix.iron,265,26,-837,/tp 265 26 -837,890,245,285,-851,-823,40,28,-1,yes
copper,ore.mix.copper,-452,38,-737,/tp -452 38 -737,890,-467,-437,-752,-721,30,31,-1,yes
sulfur,ore.mix.sulfur,-840,14,253,/tp -840 14 253,891,-871,-809,233,273,62,40,-1,yes
copper,ore.mix.copper,-695,31,551,/tp -695 31 551,891,-706,-683,537,566,23,29,-1,yes
iron,ore.mix.iron,796,30,455,/tp 796 30 455,891,781,811,441,470,30,29,-1,yes
netherquartz,ore.mix.netherquartz,889,58,216,/tp 889 58 216,892,872,906,203,230,34,27,-1,yes
iron,ore.mix.iron,642,31,658,/tp 642 31 658,893,628,656,639,677,28,38,-1,yes
tetrahedrite,ore.mix.tetrahedrite,210,109,890,/tp 210 109 890,893,194,226,866,915,32,49,-1,yes
molybdenum,ore.mix.molybdenum,-359,21,-792,/tp -359 21 -792,894,-378,-340,-804,-780,38,24,-1,yes
copper,ore.mix.copper,847,35,359,/tp 847 35 359,895,831,863,338,381,32,43,-1,yes
tetrahedrite,ore.mix.tetrahedrite,739,99,549,/tp 739 99 549,895,722,756,530,569,34,39,-1,yes
sulfur,ore.mix.sulfur,700,10,601,/tp 700 10 601,896,676,724,584,619,48,35,-1,yes
saltpeterelectrotine,ore.mix.saltpeterelectrotine,747,7,-505,/tp 747 7 -505,896,736,759,-525,-485,23,40,-1,yes
beryllium,ore.mix.beryllium,-503,7,746,/tp -503 7 746,896,-522,-484,736,757,38,21,-1,yes
tetrahedrite,ore.mix.tetrahedrite,608,94,694,/tp 608 94 694,897,592,625,668,720,33,52,-1,yes
quartz,ore.mix.quartz,-846,89,-218,/tp -846 89 -218,897,-859,-832,-229,-206,27,23,-1,yes
tetrahedrite,ore.mix.tetrahedrite,889,81,-206,/tp 889 81 -206,898,872,906,-224,-187,34,37,-1,yes
iron,ore.mix.iron,558,23,736,/tp 558 23 736,898,539,578,713,760,39,47,-1,yes
copper,ore.mix.copper,-793,41,402,/tp -793 41 402,898,-820,-766,380,424,54,44,-1,yes
sulfur,ore.mix.sulfur,883,5,267,/tp 883 5 267,899,865,901,253,281,36,28,-1,yes
iron,ore.mix.iron,-30,19,-880,/tp -30 19 -880,899,-52,-7,-896,-864,45,32,-1,yes
beryllium,ore.mix.beryllium,-217,8,887,/tp -217 8 887,900,-238,-196,865,910,42,45,-1,yes
saltpeterelectrotine,ore.mix.saltpeterelectrotine,-357,18,836,/tp -357 18 836,900,-374,-340,821,852,34,31,-1,yes
sulfur,ore.mix.sulfur,411,9,-792,/tp 411 9 -792,900,390,432,-810,-773,42,37,-1,yes
tetrahedrite,ore.mix.tetrahedrite,-879,87,78,/tp -879 87 78,900,-896,-862,53,103,34,50,-1,yes
netherquartz,ore.mix.netherquartz,833,41,401,/tp 833 41 401,900,818,849,387,416,31,29,-1,yes
iron,ore.mix.iron,-451,18,786,/tp -451 18 786,900,-477,-425,763,809,52,46,-1,yes
saltpeterelectrotine,ore.mix.saltpeterelectrotine,-748,6,-455,/tp -748 6 -455,901,-764,-731,-465,-444,33,21,-1,yes
copper,ore.mix.copper,791,7,-449,/tp 791 7 -449,902,764,818,-468,-429,54,39,-1,yes
iron,ore.mix.iron,502,25,-746,/tp 502 25 -746,904,478,527,-764,-727,49,37,-1,yes
saltpeterelectrotine,ore.mix.saltpeterelectrotine,-839,28,-270,/tp -839 28 -270,905,-856,-821,-286,-253,35,33,-1,yes
manganese,ore.mix.manganese,845,21,-353,/tp 845 21 -353,905,827,863,-368,-338,36,30,-1,yes
netherquartz,ore.mix.netherquartz,504,44,783,/tp 504 44 783,906,481,527,763,803,46,40,-1,yes
iron,ore.mix.iron,316,18,-838,/tp 316 18 -838,906,289,343,-856,-819,54,37,-1,yes
redstone,ore.mix.redstone,-839,23,313,/tp -839 23 313,907,-867,-811,296,331,56,35,-1,yes
iron,ore.mix.iron,-748,21,502,/tp -748 21 502,907,-775,-720,488,516,55,28,-1,yes
iron,ore.mix.iron,-644,17,-603,/tp -644 17 -603,908,-669,-619,-628,-577,50,51,-1,yes
sulfur,ore.mix.sulfur,784,5,508,/tp 784 5 508,908,768,800,489,527,32,38,-1,yes
redstone,ore.mix.redstone,22,23,-890,/tp 22 23 -890,908,9,35,-913,-866,26,47,-1,yes
copper,ore.mix.copper,-890,54,24,/tp -890 54 24,909,-903,-876,9,39,27,30,-1,yes
tetrahedrite,ore.mix.tetrahedrite,-601,113,-648,/tp -601 113 -648,910,-623,-578,-659,-637,45,22,-1,yes
netherquartz,ore.mix.netherquartz,400,59,844,/tp 400 59 844,910,378,423,826,862,45,36,-1,yes
tetrahedrite,ore.mix.tetrahedrite,-885,82,122,/tp -885 82 122,910,-904,-866,98,146,38,48,-1,yes
iron,ore.mix.iron,-886,11,-74,/tp -886 11 -74,910,-907,-865,-84,-63,42,21,-1,yes
tetrahedrite,ore.mix.tetrahedrite,928,95,-28,/tp 928 95 -28,910,908,948,-50,-5,40,45,-1,yes
netherquartz,ore.mix.netherquartz,-266,46,-847,/tp -266 46 -847,911,-279,-253,-864,-830,26,34,-1,yes
iron,ore.mix.iron,-891,10,-27,/tp -891 10 -27,911,-902,-879,-50,-3,23,47,-1,yes
saltpeterelectrotine,ore.mix.saltpeterelectrotine,886,21,-265,/tp 886 21 -265,912,870,902,-274,-255,32,19,-1,yes
iron,ore.mix.iron,-400,19,-792,/tp -400 19 -792,912,-418,-381,-804,-779,37,25,-1,yes
tetrahedrite,ore.mix.tetrahedrite,642,93,685,/tp 642 93 685,913,624,660,665,705,36,40,-1,yes
netherquartz,ore.mix.netherquartz,272,68,895,/tp 272 68 895,913,251,294,879,912,43,33,-1,yes
tetrahedrite,ore.mix.tetrahedrite,-553,114,-694,/tp -553 114 -694,913,-583,-523,-717,-670,60,47,-1,yes
beryllium,ore.mix.beryllium,122,20,-889,/tp 122 20 -889,913,103,142,-910,-868,39,42,-1,yes
saltpeterelectrotine,ore.mix.saltpeterelectrotine,-699,17,-546,/tp -699 17 -546,913,-719,-679,-561,-531,40,30,-1,yes
copper,ore.mix.copper,928,29,-75,/tp 928 29 -75,914,909,947,-93,-57,38,36,-1,yes
sulfur,ore.mix.sulfur,-66,5,928,/tp -66 5 928,914,-91,-41,909,948,50,39,-1,yes
copper,ore.mix.copper,72,42,930,/tp 72 42 930,914,42,103,915,945,61,30,-1,yes
saltpeterelectrotine,ore.mix.saltpeterelectrotine,170,9,-883,/tp 170 9 -883,914,155,186,-896,-869,31,27,-1,yes
saltpeterelectrotine,ore.mix.saltpeterelectrotine,931,13,75,/tp 931 13 75,914,916,947,55,95,31,40,-1,yes
iron,ore.mix.iron,-313,17,-835,/tp -313 17 -835,915,-341,-284,-856,-813,57,43,-1,yes
iron,ore.mix.iron,74,27,-896,/tp 74 27 -896,916,59,90,-919,-872,31,47,-1,yes
saltpeterelectrotine,ore.mix.saltpeterelectrotine,-265,6,890,/tp -265 6 890,917,-282,-247,873,907,35,34,-1,yes
beryllium,ore.mix.beryllium,-23,15,934,/tp -23 15 934,917,-44,-2,919,950,42,31,-1,yes
quartz,ore.mix.quartz,930,81,123,/tp 930 81 123,917,916,945,112,134,29,22,-1,yes
redstone,ore.mix.redstone,-886,6,163,/tp -886 6 163,917,-904,-867,149,178,37,29,-1,yes
copper,ore.mix.copper,-600,7,696,/tp -600 7 696,918,-626,-573,676,717,53,41,-1,yes
sulfur,ore.mix.sulfur,31,10,936,/tp 31 10 936,918,10,52,910,962,42,52,-1,yes
copper,ore.mix.copper,125,25,930,/tp 125 25 930,918,104,146,914,947,42,33,-1,yes
iron,ore.mix.iron,937,13,16,/tp 937 13 16,918,913,962,0,32,49,32,-1,yes
tetrahedrite,ore.mix.tetrahedrite,-83,102,-894,/tp -83 102 -894,918,-103,-63,-918,-869,40,49,-1,yes
beryllium,ore.mix.beryllium,-839,16,-311,/tp -839 16 -311,919,-851,-826,-332,-289,25,43,-1,yes
iron,ore.mix.iron,310,30,890,/tp 310 30 890,919,292,329,875,905,37,30,-1,yes
redstone,ore.mix.redstone,692,21,646,/tp 692 21 646,920,680,704,617,675,24,58,-1,yes
copper,ore.mix.copper,652,5,-650,/tp 652 5 -650,920,630,674,-667,-632,44,35,-1,yes
redstone,ore.mix.redstone,-408,20,833,/tp -408 20 833,920,-435,-381,817,850,54,33,-1,yes
tetrahedrite,ore.mix.tetrahedrite,-126,94,-890,/tp -126 94 -890,920,-146,-105,-907,-873,41,34,-1,yes
iron,ore.mix.iron,-656,12,644,/tp -656 12 644,921,-678,-633,618,671,45,53,-1,yes
iron,ore.mix.iron,-836,25,361,/tp -836 25 361,921,-862,-810,346,376,52,30,-1,yes
tetrahedrite,ore.mix.tetrahedrite,892,101,312,/tp 892 101 312,921,874,911,298,326,37,28,-1,yes
iron,ore.mix.iron,698,28,-604,/tp 698 28 -604,921,678,719,-625,-582,41,43,-1,yes
tetrahedrite,ore.mix.tetrahedrite,742,96,590,/tp 742 96 590,922,722,762,571,609,40,38,-1,yes
copper,ore.mix.copper,606,46,-693,/tp 606 46 -693,922,591,621,-715,-671,30,44,-1,yes
molybdenum,ore.mix.molybdenum,-746,32,-497,/tp -746 32 -497,922,-762,-730,-512,-481,32,31,-1,yes
copper,ore.mix.copper,459,46,-793,/tp 459 46 -793,923,442,477,-814,-772,35,42,-1,yes
sulfur,ore.mix.sulfur,-799,9,-409,/tp -799 9 -409,923,-820,-777,-427,-391,43,36,-1,yes
copper,ore.mix.copper,212,36,-885,/tp 212 36 -885,923,193,231,-906,-863,38,43,-1,yes
sulfur,ore.mix.sulfur,-504,12,-742,/tp -504 12 -742,923,-535,-473,-762,-721,62,41,-1,yes
iron,ore.mix.iron,842,11,-403,/tp 842 11 -403,924,824,860,-417,-389,36,28,-1,yes
copper,ore.mix.copper,-170,20,-886,/tp -170 20 -886,924,-186,-154,-908,-863,32,45,-1,yes
netherquartz,ore.mix.netherquartz,365,63,-839,/tp 365 63 -839,924,348,383,-865,-813,35,52,-1,yes
copper,ore.mix.copper,882,48,-312,/tp 882 48 -312,924,868,896,-332,-292,28,40,-1,yes
sulfur,ore.mix.sulfur,835,10,451,/tp 835 10 451,924,814,857,430,473,43,43,-1,yes
netherquartz,ore.mix.netherquartz,555,71,-736,/tp 555 71 -736,925,539,572,-753,-718,33,35,-1,yes
iron,ore.mix.iron,-882,17,226,/tp -882 17 226,925,-900,-864,208,244,36,36,-1,yes
sulfur,ore.mix.sulfur,-797,7,456,/tp -797 7 456,926,-819,-774,447,465,45,18,-1,yes
copper,ore.mix.copper,-895,29,-129,/tp -895 29 -129,926,-917,-872,-149,-109,45,40,-1,yes
tetrahedrite,ore.mix.tetrahedrite,593,104,745,/tp 593 104 745,926,575,612,725,765,37,40,-1,yes
copper,ore.mix.copper,879,29,361,/tp 879 29 361,926,857,902,337,386,45,49,-1,yes
sulfur,ore.mix.sulfur,-699,6,604,/tp -699 6 604,927,-722,-676,587,622,46,35,-1,yes
manganese,ore.mix.manganese,-123,20,934,/tp -123 20 934,927,-141,-104,916,953,37,37,-1,yes
quartz,ore.mix.quartz,-553,96,747,/tp -553 96 747,927,-575,-530,728,766,45,38,-1,yes
copper,ore.mix.copper,785,30,-508,/tp 785 30 -508,929,761,809,-523,-493,48,30,-1,yes
sulfur,ore.mix.sulfur,-303,6,891,/tp -303 6 891,930,-322,-284,866,917,38,51,-1,yes
copper,ore.mix.copper,-834,37,-356,/tp -834 37 -356,931,-853,-815,-368,-343,38,25,-1,yes
copper,ore.mix.copper,939,42,-127,/tp 939 42 -127,931,923,956,-150,-104,33,46,-1,yes
redstone,ore.mix.redstone,939,23,167,/tp 939 23 167,932,928,950,144,191,22,47,-1,yes
redstone,ore.mix.redstone,-893,25,-173,/tp -893 25 -173,932,-909,-877,-187,-158,32,29,-1,yes
iron,ore.mix.iron,-743,14,556,/tp -743 14 556,933,-754,-731,531,582,23,51,-1,yes
netherquartz,ore.mix.netherquartz,-221,67,-884,/tp -221 67 -884,933,-238,-203,-899,-869,35,30,-1,yes
redstone,ore.mix.redstone,-885,16,-214,/tp -885 16 -214,933,-898,-871,-236,-191,27,45,-1,yes
beryllium,ore.mix.beryllium,-508,15,788,/tp -508 15 788,933,-524,-492,777,800,32,23,-1,yes
redstone,ore.mix.redstone,752,33,-559,/tp 752 33 -559,933,735,769,-579,-538,34,41,-1,yes
beryllium,ore.mix.beryllium,454,21,844,/tp 454 21 844,934,438,470,826,862,32,36,-1,yes
sulfur,ore.mix.sulfur,936,10,-167,/tp 936 10 -167,935,912,961,-190,-144,49,46,-1,yes
sulfur,ore.mix.sulfur,789,7,548,/tp 789 7 548,935,777,802,536,561,25,25,-1,yes
iron,ore.mix.iron,-452,12,-791,/tp -452 12 -791,936,-468,-435,-814,-768,33,46,-1,yes
redstone,ore.mix.redstone,504,6,-784,/tp 504 6 -784,937,480,529,-806,-761,49,45,-1,yes
saltpeterelectrotine,ore.mix.saltpeterelectrotine,-886,15,262,/tp -886 15 262,937,-896,-876,250,275,20,25,-1,yes
sulfur,ore.mix.sulfur,358,12,893,/tp 358 12 893,938,342,375,873,913,33,40,-1,yes
iron,ore.mix.iron,162,11,946,/tp 162 11 946,939,144,181,928,965,37,37,-1,yes
redstone,ore.mix.redstone,215,23,936,/tp 215 23 936,939,206,225,909,964,19,55,-1,yes
sulfur,ore.mix.sulfur,-165,9,939,/tp -165 9 939,939,-180,-149,920,959,31,39,-1,yes
tetrahedrite,ore.mix.tetrahedrite,-368,85,-837,/tp -368 85 -837,939,-390,-346,-858,-816,44,42,-1,yes
saltpeterelectrotine,ore.mix.saltpeterelectrotine,937,19,222,/tp 937 19 222,940,927,948,205,239,21,34,-1,yes
iron,ore.mix.iron,407,31,-838,/tp 407 31 -838,940,389,426,-860,-815,37,45,-1,yes
iron,ore.mix.iron,259,28,-892,/tp 259 28 -892,941,247,272,-904,-879,25,25,-1,yes
netherquartz,ore.mix.netherquartz,878,46,-366,/tp 878 46 -366,941,859,897,-386,-345,38,41,-1,yes
saltpeterelectrotine,ore.mix.saltpeterelectrotine,-599,15,-691,/tp -599 15 -691,941,-609,-589,-707,-674,20,33,-1,yes
sulfur,ore.mix.sulfur,552,13,796,/tp 552 13 796,943,526,579,779,813,53,34,-1,yes
iron,ore.mix.iron,-795,17,-459,/tp -795 17 -459,943,-809,-780,-479,-438,29,41,-1,yes
iron,ore.mix.iron,-884,27,-262,/tp -884 27 -262,945,-900,-867,-289,-234,33,55,-1,yes
tetrahedrite,ore.mix.tetrahedrite,840,88,-449,/tp 840 88 -449,945,816,864,-465,-432,48,33,-1,yes
tetrahedrite,ore.mix.tetrahedrite,-653,113,-648,/tp -653 113 -648,946,-668,-638,-658,-637,30,21,-1,yes
tetrahedrite,ore.mix.tetrahedrite,-692,101,-608,/tp -692 101 -608,947,-707,-677,-627,-588,30,39,-1,yes
copper,ore.mix.copper,69,36,-928,/tp 69 36 -928,947,58,81,-946,-909,23,37,-1,yes
iron,ore.mix.iron,-638,18,701,/tp -638 18 701,948,-656,-620,682,720,36,38,-1,yes
beryllium,ore.mix.beryllium,-259,23,-888,/tp -259 23 -888,948,-272,-245,-907,-869,27,38,-1,yes
tetrahedrite,ore.mix.tetrahedrite,-596,98,739,/tp -596 98 739,948,-613,-578,720,759,35,39,-1,yes
iron,ore.mix.iron,-798,26,501,/tp -798 26 501,949,-813,-783,487,515,30,28,-1,yes
iron,ore.mix.iron,-930,33,30,/tp -930 33 30,949,-944,-915,14,47,29,33,-1,yes
iron,ore.mix.iron,-222,15,936,/tp -222 15 936,949,-237,-206,925,947,31,22,-1,yes
iron,ore.mix.iron,939,28,-215,/tp 939 28 -215,949,927,952,-232,-198,25,34,-1,yes
sulfur,ore.mix.sulfur,885,9,405,/tp 885 9 405,949,864,906,389,422,42,33,-1,yes
iron,ore.mix.iron,-356,11,890,/tp -356 11 890,949,-369,-343,868,913,26,45,-1,yes
copper,ore.mix.copper,271,22,934,/tp 271 22 934,950,247,295,906,962,48,56,-1,yes
iron,ore.mix.iron,-550,18,-744,/tp -550 18 -744,951,-566,-534,-761,-726,32,35,-1,yes
netherquartz,ore.mix.netherquartz,-451,56,846,/tp -451 56 846,952,-473,-428,821,871,45,50,-1,yes
beryllium,ore.mix.beryllium,840,23,500,/tp 840 23 500,952,831,849,482,519,18,37,-1,yes
sulfur,ore.mix.sulfur,-845,12,417,/tp -845 12 417,952,-860,-830,397,438,30,41,-1,yes
molybdenum,ore.mix.molybdenum,505,24,838,/tp 505 24 838,953,493,517,827,849,24,22,-1,yes
tetrahedrite,ore.mix.tetrahedrite,937,103,274,/tp 937 103 274,953,914,960,255,294,46,39,-1,yes
iron,ore.mix.iron,695,21,-655,/tp 695 21 -655,954,678,712,-679,-630,34,49,-1,yes
tetrahedrite,ore.mix.tetrahedrite,-700,113,645,/tp -700 113 645,954,-713,-687,617,673,26,56,-1,yes
tetrahedrite,ore.mix.tetrahedrite,643,96,739,/tp 643 96 739,954,631,656,717,762,25,45,-1,yes
saltpeterelectrotine,ore.mix.saltpeterelectrotine,117,17,-931,/tp 117 17 -931,954,101,133,-945,-917,32,28,-1,yes
iron,ore.mix.iron,-69,20,-933,/tp -69 20 -933,955,-82,-55,-955,-910,27,45,-1,yes
iron,ore.mix.iron,935,22,-256,/tp 935 22 -256,956,906,964,-274,-237,58,37,-1,yes
iron,ore.mix.iron,650,20,-701,/tp 650 20 -701,957,638,662,-726,-676,24,50,-1,yes
copper,ore.mix.copper,740,51,647,/tp 740 51 647,957,725,756,632,662,31,30,-1,yes
redstone,ore.mix.redstone,-32,15,-938,/tp -32 15 -938,957,-48,-15,-958,-917,33,41,-1,yes
iron,ore.mix.iron,699,27,693,/tp 699 27 693,958,678,721,669,717,43,48,-1,yes
sulfur,ore.mix.sulfur,930,6,313,/tp 930 6 313,958,907,953,301,325,46,24,-1,yes
copper,ore.mix.copper,752,8,-601,/tp 752 8 -601,959,730,774,-618,-583,44,35,-1,yes
tetrahedrite,ore.mix.tetrahedrite,-751,95,589,/tp -751 95 589,959,-767,-734,569,610,33,41,-1,yes
tetrahedrite,ore.mix.tetrahedrite,-402,109,-844,/tp -402 109 -844,959,-419,-384,-857,-831,35,26,-1,yes
saltpeterelectrotine,ore.mix.saltpeterelectrotine,-936,18,-71,/tp -936 18 -71,959,-944,-927,-85,-57,17,28,-1,yes
tetrahedrite,ore.mix.tetrahedrite,-896,102,308,/tp -896 102 308,960,-916,-875,285,331,41,46,-1,yes
netherquartz,ore.mix.netherquartz,-940,65,-18,/tp -940 65 -18,960,-959,-921,-39,4,38,43,-1,yes
iron,ore.mix.iron,-747,10,-560,/tp -747 10 -560,960,-773,-720,-582,-538,53,44,-1,yes
